id,Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,PosSent,NegSent,CompoundSent,Repetitiveness,SpotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1391,19,gangsta lovin,eve featuring alicia keys,2002,189,582,True,0.114,0.025,0.9947,0.675,0WgLpgUdThEpA5L5K0SKq7,0.728,0.826,1,-3.763,0,0.0604,0.0783,0.0,0.101,0.834,94.36,239267
1392,6,a thousand miles,vanessa carlton,2002,79,263,True,0.026,0.062,-0.6942,0.7,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,237493
1393,5,wherever you will go,the calling,2002,96,236,True,0.084,0.152,-0.9169,0.593,5QpaGzWp0hwB5faV8dkbAz,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,208600
1394,4,dilemma,nelly featuring kelly rowland,2002,175,692,False,0.121,0.073,0.9812,0.747,0ARK753YaiJbpLUk7z5yIM,0.725,0.534,2,-8.364,0,0.167,0.211,2.91e-05,0.221,0.621,168.119,289173
1395,3,hot in herre,nelly,2002,210,684,False,0.095,0.043,0.9848,0.693,04KTF78FFg8sOHC1BADqbY,0.965,0.736,9,-5.005,0,0.144,0.218,0.0,0.0595,0.921,107.07,228227
1396,2,foolish,ashanti,2002,131,478,False,0.151,0.09,0.9866,0.726,6zMUIb4uce1CzpbjR3vMdN,0.477,0.728,0,-5.71,1,0.0831,0.358,0.0,0.11,0.69,89.209,227387
1397,1,how you remind me,nickelback,2002,95,364,True,0.122,0.216,-0.986,0.739,0gmbgwZ8iqyMPmXefof8Yf,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840
1398,12,always on time,ja rule featuring ashanti,2002,239,657,True,0.132,0.122,0.8444,0.636,4hrae8atte6cRlSC9a7VCO,0.607,0.714,5,-6.007,0,0.278,0.205,0.0,0.301,0.827,96.619,245063
1399,99,hero,enrique iglesias,2001,79,232,True,0.189,0.141,0.9208,0.659,24Gxm7Eh7tO83E26LG0CsY,0.567,0.65,7,-5.478,1,0.0447,0.135,1.94e-05,0.11,0.154,76.036,264600
1400,98,oochie wally,nas and bravehearts,2001,334,904,True,0.093,0.133,-0.9961,0.631,0LAlDN9m1VodUMl6Ww1cm1,0.64,0.721,7,-6.955,1,0.322,0.0564,0.000842,0.774,0.714,93.346,297907
1401,97,most girls,pink,2001,107,489,True,0.135,0.058,0.9947,0.781,unknown,,,,,,,,,,,,
1402,96,be like that,3 doors down,2001,108,301,True,0.164,0.02,0.9893,0.641,3PbHle8KhJp6GuO1jLdEmQ,0.487,0.702,7,-6.043,1,0.0238,0.00536,4.93e-06,0.129,0.306,95.973,265907
1403,95,ei,nelly,2001,282,615,True,0.069,0.084,-0.9143,0.541,unknown,,,,,,,,,,,,
1404,94,so fresh so clean,outkast,2001,210,763,True,0.486,0.038,1.0,0.725,unknown,,,,,,,,,,,,
1405,21,without me,eminem,2002,312,736,True,0.086,0.197,-0.9987,0.576,7lQ8MOhq6IN2w8EYcFNSUk,0.929,0.65,7,-2.882,1,0.0858,0.00348,0.0,0.308,0.655,112.249,290227
1406,92,get over yourself,edens crush,2001,119,456,True,0.168,0.074,0.9936,0.739,unknown,,,,,,,,,,,,
1407,91,you shouldnt kiss me like this,toby keith,2001,107,243,True,0.171,0.116,0.9338,0.56,unknown,,,,,,,,,,,,
1408,90,heres to the night,eve 6,2001,77,181,True,0.086,0.123,-0.7554,0.575,unknown,,,,,,,,,,,,
1409,93,dance with me,debelah morgan,2001,93,325,True,0.141,0.045,0.9896,0.714,unknown,,,,,,,,,,,,
1410,88,its a great day to be alive,travis tritt,2001,139,310,True,0.218,0.085,0.995,0.552,unknown,,,,,,,,,,,,
1411,87,i wish,r kelly,2001,247,848,True,0.199,0.113,0.9969,0.709,3lqT89gv8p3PYwXtr3ODjv,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760
1412,86,one more day,diamond rio,2001,68,141,True,0.157,0.029,0.9565,0.518,5mcWdITson4DJcYtH5xo0f,0.667,0.349,4,-9.844,1,0.0288,0.639,0.0,0.123,0.244,131.117,216040
1413,85,dont happen twice,kenny chesney,2001,77,211,True,0.16,0.017,0.9857,0.635,unknown,,,,,,,,,,,,
1414,100,hemorrhage in my hands,fuel,2001,80,203,False,0.155,0.12,0.9686,0.606,unknown,,,,,,,,,,,,
1415,83,music,erick sermon featuring marvin gaye,2001,165,446,True,0.209,0.083,0.9961,0.63,unknown,,,,,,,,,,,,
1416,82,who i am,jessica andrews,2001,90,312,True,0.153,0.106,0.9644,0.712,3tEYaYV2rrsAcL6AcPxetH,0.419,0.671,7,-5.364,1,0.0312,0.0125,0.0,0.115,0.311,83.908,255234
1417,81,contagious,the isley brothers featuring r kelly and chante moore,2001,230,596,True,0.092,0.151,-0.9887,0.614,7HjJQunSPwkXXVnGeItUEH,0.697,0.447,4,-7.498,0,0.0409,0.244,0.0,0.148,0.207,113.034,346467
1418,80,loverboy,mariah carey featuring cameo,2001,249,747,True,0.193,0.113,0.9969,0.667,unknown,,,,,,,,,,,,
1419,79,livin it up,ja rule featuring case,2001,235,722,True,0.1,0.157,-0.9923,0.675,unknown,,,,,,,,,,,,
1420,78,grown men dont cry,tim mcgraw,2001,140,298,True,0.196,0.031,0.9951,0.53,unknown,,,,,,,,,,,,
1421,89,im a thug,trick daddy,2001,197,630,True,0.051,0.164,-0.998,0.687,unknown,,,,,,,,,,,,
1422,76,austin,blake shelton,2001,146,280,True,0.092,0.042,0.9636,0.479,2WQAknZHrJAEQOFXe0F44P,0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,230333
1423,75,beautiful day,u2,2001,131,264,True,0.168,0.05,0.9888,0.504,1VuBmEauSZywQVtqbxNqka,0.537,0.921,2,-6.474,1,0.0481,0.0144,0.00479,0.382,0.467,136.264,248067
1424,74,my baby,lil romeo,2001,210,570,True,0.119,0.008,0.993,0.632,unknown,,,,,,,,,,,,
1425,73,im already there,lonestar,2001,122,266,True,0.172,0.073,0.9867,0.541,unknown,,,,,,,,,,,,
1426,72,play,jennifer lopez,2001,104,444,True,0.226,0.015,0.9979,0.766,unknown,,,,,,,,,,,,
1427,71,aint nothing bout you,brooks  dunn,2001,99,325,True,0.209,0.047,0.9969,0.695,unknown,,,,,,,,,,,,
1428,77,southern hospitality,ludacris,2001,229,677,True,0.092,0.123,-0.9634,0.662,4cNhx6OO1XpvwT6xZnb83B,0.628,0.9,0,-4.877,1,0.258,0.043,0.0,0.0884,0.625,94.992,300933
1429,69,no more baby ima do right,3lw,2001,165,401,True,0.153,0.093,0.9831,0.589,unknown,,,,,,,,,,,,
1430,68,its over now,112,2001,129,449,True,0.09,0.133,-0.9546,0.713,unknown,,,,,,,,,,,,
1431,67,love,musiq soulchild,2001,122,332,True,0.31,0.159,0.9981,0.633,unknown,,,,,,,,,,,,
1432,66,there youll be,faith hill,2001,85,264,True,0.119,0.07,0.9118,0.678,unknown,,,,,,,,,,,,
1433,65,the space between,dave matthews band,2001,137,280,True,0.166,0.201,-0.8937,0.511,65KzDXZm9aQt8sA1k0ZVG3,0.406,0.73,9,-6.278,1,0.0315,0.0471,0.0,0.229,0.207,170.032,242000
1434,64,heard it all before,sunshine anderson,2001,185,624,True,0.071,0.207,-0.9983,0.704,0xikWgPgYN9BEes0ieZ8Co,0.698,0.925,3,-4.209,0,0.222,0.0611,0.0,0.095,0.676,96.953,295827
1435,63,irresistible,jessica simpson,2001,100,262,True,0.198,0.068,0.9912,0.618,2TVSa07y6g3HRn4oLWv57M,0.659,0.966,8,-2.783,0,0.0538,0.0279,8.25e-05,0.0489,0.687,93.008,193600
1436,84,i wanna be bad,willa ford,2001,84,342,True,0.096,0.257,-0.9967,0.754,6f67kjvFmXZTA47K8JNVBU,0.647,0.818,9,-3.47,0,0.0647,0.234,1.89e-05,0.216,0.816,180.019,183560
1437,61,never had a dream come true,s club 7,2001,106,341,True,0.08,0.144,-0.9431,0.689,1rzssdgfZiGs7VAMsYN9SF,0.636,0.531,5,-5.593,1,0.0273,0.508,0.0,0.0952,0.496,122.918,240640
1438,60,i do,toya,2001,158,623,True,0.023,0.068,-0.9784,0.746,unknown,,,,,,,,,,,,
1439,70,turn off the light,nelly furtado,2001,132,517,True,0.084,0.04,0.9737,0.745,7sVvY1tEvk5VfitXX2PDOk,0.712,0.673,2,-6.257,1,0.0553,0.0709,0.000205,0.458,0.696,90.164,276107
1440,58,danger been so long,mystikal featuring nivea,2001,198,556,False,0.107,0.155,-0.9912,0.644,unknown,,,,,,,,,,,,
1441,57,one minute man,missy elliott featuring ludacris,2001,153,504,True,0.103,0.116,-0.5499,0.696,0jG92AlXau21qgCQRxGLic,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,252987
1442,56,i just wanna love u give it 2 me,jayz,2001,228,660,False,0.212,0.125,0.9971,0.655,unknown,,,,,,,,,,,,
1443,59,only time,enya,2001,40,114,True,0.157,0.041,0.9552,0.649,6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,218547
1444,54,crazy for this girl,evan and jaron,2001,80,148,True,0.039,0.087,-0.7495,0.459,2gdt70w8DOCWGq1HdkgSUd,0.457,0.926,0,-5.461,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,202027
1445,53,superwoman pt ii,lil mo featuring fabolous,2001,188,451,False,0.225,0.126,0.9961,0.583,,,,,,,,,,,,,
1446,55,nobody wants to be lonely,ricky martin and christina aguilera,2001,99,363,True,0.113,0.228,-0.9934,0.727,45cVyfWuMAg8RNxmkcpmy9,0.635,0.854,10,-5.02,0,0.0612,0.00579,0.0083,0.0623,0.59,100.851,252707
1447,51,this i promise you,n sync,2001,96,272,True,0.235,0.064,0.9941,0.647,unknown,,,,,,,,,,,,
1448,7,in the end,linkin park,2002,149,410,True,0.066,0.1,-0.5416,0.637,60a0Rd6pjrkxjPbaKzXjfq,0.542,0.853,3,-6.407,0,0.0498,0.0103,0.0,0.108,0.37,105.256,216933
1449,49,missing you,case,2001,96,296,True,0.229,0.07,0.9932,0.676,74mLqaoGbdKYmgUxoVxD6S,0.616,0.552,1,-7.405,0,0.0439,0.283,0.0,0.0437,0.774,86.299,284760
1450,48,promise,jagged edge,2001,118,451,True,0.32,0.039,0.9992,0.738,1X1KDnhTnb28tpJlgOV3lD,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,246720
1451,47,jaded,aerosmith,2001,,,,,,,,4iihDHIoKZdOeOW1kFDUtR,0.517,0.89,9,-4.033,1,0.0539,0.005,1.47e-05,0.0824,0.632,118.009,214333
1452,46,when its over,sugar ray,2001,69,395,True,0.074,0.011,0.9753,0.825,unknown,,,,,,,,,,,,
1453,45,fiesta,r kelly featuring jayz,2001,272,644,True,0.211,0.093,0.9984,0.578,unknown,,,,,,,,,,,,
1454,44,kryptonite,3 doors down,2001,100,271,True,0.145,0.117,0.6808,0.631,6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.12e-05,0.168,0.543,99.01,233933
1455,43,im like a bird,nelly furtado,2001,84,477,True,0.185,0.083,0.9956,0.824,unknown,,,,,,,,,,,,
1456,42,bootylicious,destinys child,2001,148,551,True,0.035,0.135,-0.9923,0.731,unknown,,,,,,,,,,,,
1457,41,all or nothing,otown,2001,123,381,True,0.127,0.05,0.9837,0.677,unknown,,,,,,,,,,,,
1458,52,izzo hova,jayz,2001,214,596,False,0.112,0.096,0.8807,0.641,unknown,,,,,,,,,,,,
1459,39,with arms wide open,creed,2001,90,221,True,0.183,0.126,0.9431,0.593,0eKyHwckh9vQb8ncZ2DXCs,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,274800
1460,38,someone to call my lover,janet,2001,172,702,True,0.278,0.108,0.9993,0.755,3cNtjgYi1Z6zR35fOiNtuZ,0.729,0.914,2,-4.043,1,0.041,0.135,0.000672,0.156,0.921,127.907,272360
1461,37,fill me in,craig david,2001,200,465,True,0.079,0.022,0.9801,0.57,0UzsDmdpw0Q14KU4hieQss,0.683,0.748,8,-6.981,1,0.0366,0.373,0.00881,0.06,0.828,132.486,257200
1462,40,case of the ex,m'ya,2001,136,635,False,0.056,0.027,0.9137,0.786,unknown,,,,,,,,,,,,
1463,62,stranger in my house,tamia,2001,120,456,True,0.132,0.123,0.942,0.737,08GOEVXupC6ECbulhPGQKm,0.676,0.601,0,-4.905,1,0.0297,0.103,0.0,0.147,0.206,119.94,285387
1464,34,dont tell me,madonna,2001,73,246,True,0.105,0.184,-0.9522,0.703,unknown,,,,,,,,,,,,
1465,33,south side,moby featuring gwen stefani,2001,73,187,True,0.165,0.024,0.9802,0.61,49bUJjrC16NgnrgGS75Yan,0.61,0.723,4,-7.572,1,0.0422,0.0103,0.0447,0.0748,0.45,97.147,229733
1466,32,i hope you dance,lee ann womack,2001,118,276,True,0.292,0.068,0.9977,0.572,65B1tEOv5W294uCKbmEcFV,0.416,0.446,7,-9.557,0,0.0291,0.0524,0.0,0.0891,0.278,151.328,294533
1467,31,family affair,mary j blige,2001,145,413,False,0.153,0.045,0.993,0.649,unknown,,,,,,,,,,,,
1468,30,put it on me,ja rule featuring lil mo and vita,2001,198,683,True,0.121,0.204,-0.9966,0.71,0OvwzS8FX73Bw7ykMRmffU,0.687,0.785,1,-4.953,0,0.325,0.00332,0.0,0.0516,0.785,186.244,262827
1469,29,butterfly,crazy town,2001,204,575,True,0.147,0.121,0.976,0.645,4BggEwLhGfrbrl7JBhC8EC,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733
1470,28,he loves u not,dream,2001,133,442,True,0.298,0.005,0.9995,0.699,unknown,,,,,,,,,,,,
1471,35,get ur freak on,missy elliott,2001,151,531,True,0.041,0.231,-0.9988,0.716,6zsk6uF3MxfIeHPlubKBvR,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,211120
1472,26,love dont cost a thing,jennifer lopez,2001,161,604,True,0.154,0.088,0.9954,0.733,unknown,,,,,,,,,,,,
1473,25,ms jackson,outkast,2001,265,698,True,0.127,0.151,-0.976,0.62,7ybeiQC97hN9LT7b7bRyrE,0.862,0.514,1,-10.087,1,0.381,0.29,1.3e-06,0.244,0.696,136.936,128000
1474,24,lady marmalade,christina aguilera lil kim m'ya and pink,2001,,,,,,,,7GQqj9jRtDkMp8zByehXQI,0.751,0.766,5,-3.594,1,0.0515,0.0174,8.07e-06,0.658,0.673,109.897,264847
1475,23,survivor,destinys child,2001,128,637,True,0.232,0.076,0.9989,0.799,unknown,,,,,,,,,,,,
1476,22,what would you do,city high,2001,172,598,True,0.048,0.097,-0.9849,0.712,1tJkic0TURTCXw3rBhYgWu,0.732,0.793,7,-7.053,1,0.24,0.278,0.0,0.418,0.821,95.918,175560
1477,21,drive,incubus,2001,81,183,True,0.02,0.237,-0.9926,0.557,7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453
1478,20,peaches  cream,112,2001,129,563,False,0.102,0.042,0.9878,0.771,unknown,,,,,,,,,,,,
1479,19,follow me,uncle kracker,2001,86,343,True,0.214,0.079,0.9927,0.749,4KoecuyOpZaNFZ0UqVsllc,0.817,0.585,5,-4.688,1,0.0301,0.439,0.0,0.147,0.916,105.014,218440
1480,18,ride wit me,nelly featuring city spud,2001,283,898,False,0.088,0.099,-0.9795,0.685,06iMqWThw4w8fTFyccvOwr,0.854,0.692,7,-6.625,1,0.0479,0.0668,0.0,0.247,0.753,101.865,291782
1481,17,angel,shaggy,2001,121,428,True,0.22,0.044,0.9984,0.717,7xHsIaGEmiZunovi6oFtQz,0.802,0.77,6,-2.998,1,0.0925,0.143,0.0,0.0424,0.778,85.286,235133
1482,16,where the party at,jagged edge featuring nelly,2001,215,643,True,0.122,0.045,0.9925,0.666,5mNV8Mz59bzyuQ53gTw0c0,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,232573
1483,15,u remind me,usher,2001,106,293,True,0.063,0.059,0.3141,0.638,2QsZVnbWVSjKMXK6K3uRBL,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,266893
1484,50,differences,ginuwine,2001,140,645,False,0.304,0.079,0.9997,0.783,0Uyh92tLyb9JawG8lmWCzJ,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,265533
1485,13,stutter,joe featuring mystikal,2001,109,251,True,0.114,0.209,-0.9696,0.566,7FWuzwapuKHTEyDJIcQOw3,0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,213027
1486,12,it wasnt me,shaggy featuring rikrok,2001,183,559,True,0.036,0.069,-0.9584,0.673,unknown,,,,,,,,,,,,
1487,11,hit em up style oops,blu cantrell,2001,155,496,False,0.108,0.068,0.9744,0.688,unknown,,,,,,,,,,,,
1488,10,independent women,destinys child,2001,151,567,False,0.125,0.037,0.9934,0.734,unknown,,,,,,,,,,,,
1489,9,again,lenny kravitz,2001,76,296,True,0.106,0.181,-0.9594,0.743,unknown,,,,,,,,,,,,
1490,8,thank you,dido,2001,104,238,True,0.228,0.07,0.9945,0.563,751gBcu62kORDelX7FV0mM,0.722,0.595,1,-9.928,0,0.0415,0.284,0.000538,0.0694,0.738,79.98,217827
1491,7,let me blow ya mind,eve featuring gwen stefani,2001,265,561,True,0.091,0.143,-0.9848,0.528,3RmKpob8xzv1pzHEQrMJah,0.909,0.539,8,-4.278,0,0.116,0.243,0.0,0.0674,0.869,90.038,229933
1492,14,its been awhile,staind,2001,96,261,True,0.146,0.037,0.9849,0.632,unknown,,,,,,,,,,,,
1493,5,im real,jennifer lopez featuring ja rule,2001,100,558,True,0.123,0.131,-0.3346,0.821,unknown,,,,,,,,,,,,
1494,4,drops of jupiter tell me,train,2001,159,385,False,0.108,0.033,0.9847,0.587,unknown,,,,,,,,,,,,
1495,3,all for you,janet,2001,135,759,True,0.232,0.041,0.9995,0.822,2skmOCFU64Bg7Ytkgwliwe,0.631,0.756,8,-6.378,1,0.0376,0.0399,4.37e-05,0.0924,0.671,137.039,218707
1496,2,fallin,alicia keys,2001,61,183,True,0.278,0.102,0.9923,0.667,0KQx6HOpJueiSkztcS0r7D,0.653,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.982,210200
1497,1,hanging by a moment,lifehouse,2001,80,259,True,0.092,0.082,0.7819,0.691,0wqOReZDnrefefEsrIGeR4,0.531,0.855,1,-4.95,1,0.0352,0.000983,0.0,0.0716,0.424,124.578,216067
1498,100,shackles praise you,mary mary,2000,109,310,False,0.271,0.107,0.9968,0.648,unknown,,,,,,,,,,,,
1499,99,waiting for tonight,jennifer lopez,2000,100,302,True,0.183,0.053,0.9945,0.669,5jOvmh1DYmaiBPETL6HCRY,0.694,0.941,10,-6.108,0,0.0408,0.00224,0.0826,0.109,0.854,125.014,246507
1500,98,gotta tell you,samantha mumba,2000,104,340,False,0.305,0.006,0.9989,0.694,7ccz9p1ErD6Kq5ZSQmyvLm,0.729,0.752,0,-4.478,0,0.028,0.229,0.0,0.19,0.792,110.007,201067
1501,97,independent women,destinys child,2000,151,567,False,0.125,0.037,0.9934,0.734,unknown,,,,,,,,,,,,
1502,96,i dont wanna,aaliyah,2000,128,437,True,0.039,0.068,-0.939,0.707,unknown,,,,,,,,,,,,
1503,95,cowboy take me away,dixie chicks,2000,79,242,True,0.18,0.005,0.9915,0.674,3rXCZRMiMZp0feGcYXpwYX,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267
1504,94,bounce with me,lil bow wow featuring xscape,2000,228,626,True,0.124,0.04,0.9955,0.636,5jZfGxZDayFA1HzYmyOG3a,0.852,0.75,8,-5.153,1,0.168,0.434,0.0,0.265,0.934,72.016,175893
1505,36,crazy,kci  jojo,2001,,,,,,,,74irxdVWstNlEQjsvArITq,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,316693
1506,92,247,kevon edmonds,2000,139,491,True,0.181,0.051,0.9967,0.717,unknown,,,,,,,,,,,,
1507,91,i like it,sammie,2000,114,458,True,0.271,0.01,0.999,0.751,unknown,,,,,,,,,,,,
1508,90,what about now,lonestar,2000,130,289,True,0.062,0.011,0.92,0.55,2Fsg9at6oxnR7h6PhNcOmE,0.739,0.688,4,-5.581,1,0.0349,0.498,0.0,0.17,0.769,126.998,211253
1509,89,dance with me,debelah morgan,2000,93,325,True,0.141,0.045,0.9896,0.714,unknown,,,,,,,,,,,,
1510,88,better off alone,alice deejay,2000,12,41,True,0.225,0.116,0.765,0.707,45e8T07myBjutIx2xh8Kq5,0.674,0.772,8,-9.69,0,0.0659,0.00352,0.8,0.256,0.762,136.969,218493
1511,87,i hope you dance,lee ann womack,2000,118,276,True,0.292,0.068,0.9977,0.572,65B1tEOv5W294uCKbmEcFV,0.416,0.446,7,-9.557,0,0.0291,0.0524,0.0,0.0891,0.278,151.328,294533
1512,86,dont think im not,kandi,2000,106,467,True,0.173,0.032,0.9978,0.773,unknown,,,,,,,,,,,,
1513,85,whatchu like,da brat featuring tyrese,2000,230,604,True,0.247,0.079,0.9989,0.619,unknown,,,,,,,,,,,,
1514,84,broadway,goo goo dolls,2000,119,322,True,0.128,0.14,-0.2185,0.63,unknown,,,,,,,,,,,,
1515,83,my best friend,tim mcgraw,2000,104,283,True,0.295,0.03,0.9984,0.633,3JEPfsHlaIfPsB6I8BY4Sl,0.444,0.484,9,-8.311,1,0.0289,0.12,0.0,0.135,0.263,147.715,279867
1516,82,how do you like me now,toby keith,2000,121,283,True,0.159,0.103,0.9542,0.572,7LimFGKop84KMDutqYaNIF,0.632,0.83,0,-4.665,1,0.0463,0.0807,7.47e-06,0.123,0.69,109.387,205920
1517,81,where i wanna be,donell jones,2000,122,406,False,0.194,0.169,0.9052,0.7,2uZwyxrg6VPvlVsvclIfel,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,253627
1518,27,the way you love me,faith hill,2001,67,274,True,0.353,0.019,0.9991,0.755,6vgN6KGstss0GnBbKlMNK9,0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,186067
1519,79,yes,chad brock,2000,115,260,True,0.215,0.0,0.9955,0.558,unknown,,,,,,,,,,,,
1520,78,crash and burn,savage garden,2000,97,488,True,0.048,0.203,-0.9971,0.801,60g4sp8i3gXSb1EkphMl1g,0.581,0.607,4,-8.458,1,0.028,0.189,1.6e-06,0.0882,0.213,102.03,281467
1521,77,from the bottom of my broken heart,britney spears,2000,112,339,True,0.239,0.089,0.9964,0.67,70XtWbcVZcpaOddJftMcVi,0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,312533
1522,76,the next episode,dr dre featuring snoop dogg,2000,208,395,True,0.081,0.097,-0.8989,0.473,4LwU4Vp6od3Sb08CsP99GC,0.916,0.906,3,-2.494,0,0.195,0.0279,0.0,0.0803,0.291,95.3,161507
1523,75,swear it again,westlife,2000,115,385,False,0.208,0.147,0.992,0.701,2x1D20z93vGEjtTP07GOOr,0.626,0.532,9,-7.205,1,0.0276,0.296,0.0,0.123,0.33,130.076,247933
1524,74,thats the way,jo dee messina,2000,135,366,True,0.068,0.064,0.3459,0.631,unknown,,,,,,,,,,,,
1525,93,girl on tv,lfo,2000,153,576,True,0.133,0.046,0.9944,0.734,4DJwdQDai9DLYBL9TNrEDo,0.688,0.716,4,-4.001,0,0.0297,0.131,0.0,0.134,0.352,96.043,247600
1526,72,case of the ex,m'ya,2000,136,635,False,0.056,0.027,0.9137,0.786,unknown,,,,,,,,,,,,
1527,6,if youre gone,matchbox twenty,2001,94,333,True,0.018,0.153,-0.992,0.718,unknown,,,,,,,,,,,,
1528,70,meet virginia,train,2000,120,267,True,0.114,0.111,0.4425,0.551,4ocbH5ZJqajZIpUrqRUoue,0.675,0.553,7,-7.775,1,0.0486,0.0863,7.58e-06,0.118,0.594,90.02,239933
1529,69,bag lady,erykah badu,2000,65,165,True,0.047,0.043,0.1531,0.606,7BgUcOjSOlKJXASLgJ6bx1,0.724,0.416,5,-8.964,0,0.0841,0.365,0.0,0.0969,0.578,151.181,348893
1530,68,shake ya ass,mystikal,2000,253,823,True,0.106,0.254,-0.9995,0.693,1jRzdY7oUBOhrylNtiMtBD,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,256973
1531,67,only god knows why,kid rock,2000,155,302,True,0.104,0.052,0.9143,0.487,1rAzW6aco1ZtxLRx4XOagB,0.628,0.749,4,-5.18,1,0.03,0.0569,0.00204,0.134,0.31,129.2,327667
1532,66,faded,souldecision featuring thrust,2000,111,605,True,0.287,0.014,0.9995,0.817,unknown,,,,,,,,,,,,
1533,65,u know whats up,donell jones,2000,97,214,True,0.073,0.0,0.9118,0.547,unknown,,,,,,,,,,,,
1534,64,i wish,carl thomas,2000,86,216,True,0.278,0.062,0.9961,0.602,3lqT89gv8p3PYwXtr3ODjv,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760
1535,63,separated,avant,2000,120,362,True,0.205,0.093,0.9889,0.669,5EJBxxppXkKD6uMtFQS7b8,0.793,0.49,0,-6.241,1,0.0273,0.284,0.0,0.262,0.632,108.238,255600
1536,62,he cant love u,jagged edge,2000,108,466,False,0.036,0.354,-0.9996,0.768,unknown,,,,,,,,,,,,
1537,73,forgot about dre,dr dre featuring eminem,2000,335,878,True,0.099,0.147,-0.9957,0.618,7iXF2W9vKmDoGAhlHdpyIa,0.937,0.731,8,-2.132,1,0.0815,0.0879,0.0,0.163,0.626,133.961,222293
1538,60,big pimpin,jayz featuring ugk,2000,284,731,True,0.066,0.126,-0.995,0.611,unknown,,,,,,,,,,,,
1539,59,otherside,red hot chili peppers,2000,103,286,True,0.053,0.033,0.7369,0.64,64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373
1540,58,take a picture,filter,2000,58,194,False,0.08,0.043,0.7853,0.701,2c5wml8wsBnPfNSbCZ574T,0.446,0.762,2,-8.971,1,0.0422,0.000103,7.2e-05,0.26,0.276,98.993,359520
1541,61,a puro dolor,son by four,2000,97,238,True,0.021,0.091,-0.9423,0.592,28upjDakWVnHAgW2anm273,0.56,0.544,0,-10.171,1,0.0465,0.342,0.0,0.203,0.347,149.695,210187
1542,56,i wanna love you forever,jessica simpson,2000,134,358,True,0.249,0.056,0.998,0.626,5gZEhPrN1VLqTG1nIAXeNK,0.59,0.666,4,-4.047,0,0.0244,0.156,0.0,0.136,0.0743,104.042,263800
1543,55,oops i did it again,britney spears,2000,106,317,True,0.272,0.104,0.9958,0.666,unknown,,,,,,,,,,,,
1544,54,wonderful,everclear,2000,133,435,True,0.099,0.292,-0.9984,0.694,1bl99Q4umnPomYGv3dQP67,0.658,0.781,11,-5.009,0,0.134,0.272,0.0,0.0437,0.769,92.519,270507
1545,53,wifey,next,2000,171,486,True,0.185,0.064,0.9975,0.648,3NEzjZbeSCy72Kx1clSYgC,0.829,0.652,7,-8.693,0,0.108,0.067,0.0,0.0812,0.726,99.581,243159
